"id","job_id","details","job_type","start_time","end_time","total_runtime","info","transformations"
208,"5ebfc951-6b71-4dbd-a3a2-6875b1ff4771","Not pay film law.","AWS Sagemaker","2023-08-28 21:57:59.288176","2023-07-17 03:14:26.980352","0:00:00","""Opportunity remain real easy.""","[{""Info"": {""role"": ""training""}, ""Name"": ""see"", ""Details"": ""Company worker because process scientist player."", ""End Time"": ""2023-01-04 23:10:40.952241"", ""SQL Query"": ""SELECT * FROM television"", ""Start Time"": ""2023-05-10 09:19:04.481526"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""gas"": ""them"", ""artist"": ""even"", ""successful"": ""glass""}, ""Name"": ""race"", ""Details"": ""Long image mind project room father peace."", ""End Time"": ""2023-05-30 01:48:17.662997"", ""SQL Query"": ""SELECT * FROM according"", ""Start Time"": ""2023-03-04 11:10:52.014186"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""give"": ""then""}, ""Name"": ""local"", ""Details"": ""Under present measure finish me want especially economy."", ""End Time"": ""2023-10-02 02:19:06.196489"", ""SQL Query"": ""SELECT * FROM once"", ""Start Time"": ""2023-08-13 08:39:58.634781"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""air"": ""sure"", ""represent"": ""plant""}, ""Name"": ""for"", ""Details"": ""Produce hear material."", ""End Time"": ""2023-03-02 02:02:16.747220"", ""SQL Query"": ""SELECT * FROM if"", ""Start Time"": ""2023-03-08 06:35:47.689828"", ""Total Runtime"": ""0:00:00""}]"
209,"db367772-e40e-4b05-9f76-e02f4ec1e1ee","Increase no audience up ever.","Other","2023-01-01 10:17:09.813560","2023-01-26 12:29:58.117705","0:00:00","""Resource according business grow.""","[{""Info"": {""need"": ""open"", ""stay"": ""blood"", ""avoid"": ""deep""}, ""Name"": ""within"", ""Details"": ""North add strategy until goal born ahead."", ""End Time"": ""2023-04-23 03:29:37.344108"", ""SQL Query"": ""SELECT * FROM thing"", ""Start Time"": ""2023-05-15 22:03:04.733177"", ""Total Runtime"": ""0:00:00""}]"
216,"7ae8daa3-fd09-401b-9c27-04351a674d13","Price capital that as six sense.","AWS Sagemaker","2023-08-15 05:17:12.940902","2023-12-14 19:10:15.273820","0:00:00","""She reflect nice when whom much together.""","[{""Info"": {""type"": ""fact"", ""house"": ""morning"", ""project"": ""difficult"", ""reflect"": ""agency"", ""collection"": ""later""}, ""Name"": ""off"", ""Details"": ""Us ball myself."", ""End Time"": ""2023-10-03 23:43:13.615979"", ""SQL Query"": ""SELECT * FROM enough"", ""Start Time"": ""2023-06-16 21:26:49.068254"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""none"": ""director"", ""third"": ""either"", ""public"": ""herself"", ""production"": ""these""}, ""Name"": ""none"", ""Details"": ""Catch really modern push."", ""End Time"": ""2023-11-10 18:44:41.831830"", ""SQL Query"": ""SELECT * FROM decide"", ""Start Time"": ""2023-10-07 16:22:03.728990"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""bill"": ""official"", ""price"": ""hand""}, ""Name"": ""happy"", ""Details"": ""Bill image someone interest beyond debate."", ""End Time"": ""2023-04-30 13:59:23.166382"", ""SQL Query"": ""SELECT * FROM mind"", ""Start Time"": ""2023-04-27 09:00:31.063864"", ""Total Runtime"": ""0:00:00""}]"
210,"69c72abb-2c69-4512-842a-9b326c8ed8a3","Audience live key show another discussion.","Glue","2023-04-02 17:47:43.734858","2023-09-20 18:11:10.140708","0:00:00","""Down step pick stay.""","[{""Info"": {""will"": ""all""}, ""Name"": ""nature"", ""Details"": ""Particular case perform line moment despite."", ""End Time"": ""2023-08-03 01:57:24.808711"", ""SQL Query"": ""SELECT * FROM tend"", ""Start Time"": ""2023-12-09 12:20:31.141854"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""people"": ""soon"", ""remember"": ""best""}, ""Name"": ""large"", ""Details"": ""Responsibility as open start."", ""End Time"": ""2023-11-30 05:02:57.903525"", ""SQL Query"": ""SELECT * FROM bad"", ""Start Time"": ""2023-02-20 13:36:12.601406"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""my"": ""unit"", ""box"": ""economic"", ""son"": ""product"", ""less"": ""consumer"", ""foreign"": ""magazine""}, ""Name"": ""huge"", ""Details"": ""Doctor possible your soon song sit easy."", ""End Time"": ""2023-07-10 01:20:12.944881"", ""SQL Query"": ""SELECT * FROM use"", ""Start Time"": ""2023-08-23 16:35:23.292635"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""few"": ""tax"", ""couple"": ""interview"", ""window"": ""knowledge"", ""someone"": ""call"", ""surface"": ""total""}, ""Name"": ""sense"", ""Details"": ""Rule method value argue account."", ""End Time"": ""2023-07-08 11:16:47.310277"", ""SQL Query"": ""SELECT * FROM form"", ""Start Time"": ""2023-01-31 02:37:56.032044"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""develop"": ""player""}, ""Name"": ""budget"", ""Details"": ""Benefit tend oil."", ""End Time"": ""2023-09-14 06:12:33.957125"", ""SQL Query"": ""SELECT * FROM condition"", ""Start Time"": ""2023-07-13 10:17:52.706749"", ""Total Runtime"": ""0:00:00""}]"
211,"589c228e-b331-44b6-8d94-f2eca465149e","Participant range prevent during mean.","AWS Sagemaker","2023-07-27 06:31:36.898204","2023-12-09 17:58:07.121130","0:00:00","""Type star teacher against thank ability.""","[{""Info"": {""off"": ""writer"", ""already"": ""effort"", ""building"": ""sit"", ""professor"": ""note""}, ""Name"": ""relationship"", ""Details"": ""Doctor cause choice long certainly house work both."", ""End Time"": ""2023-03-02 15:26:19.321155"", ""SQL Query"": ""SELECT * FROM hard"", ""Start Time"": ""2023-01-30 11:52:36.521234"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""possible"": ""week""}, ""Name"": ""ever"", ""Details"": ""Itself require baby generation certain."", ""End Time"": ""2023-09-22 19:47:09.897997"", ""SQL Query"": ""SELECT * FROM respond"", ""Start Time"": ""2023-01-20 01:44:11.230175"", ""Total Runtime"": ""0:00:00""}]"
212,"a55fc432-ed11-4b59-a6cb-1e9915dbf61a","Audience military democratic surface visit.","Glue","2023-08-02 02:23:37.151196","2023-10-22 09:27:54.114231","0:00:00","""Present home poor clearly.""","[{""Info"": {""past"": ""project"", ""parent"": ""community"", ""everybody"": ""not""}, ""Name"": ""today"", ""Details"": ""About throw not message according cultural professor."", ""End Time"": ""2023-07-03 18:49:10.805622"", ""SQL Query"": ""SELECT * FROM its"", ""Start Time"": ""2023-02-05 20:59:49.267282"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""air"": ""account"", ""old"": ""determine"", ""stand"": ""hot"", ""whose"": ""speech"", ""mother"": ""tax""}, ""Name"": ""idea"", ""Details"": ""Research six eye information behavior color."", ""End Time"": ""2023-11-11 22:49:38.442807"", ""SQL Query"": ""SELECT * FROM writer"", ""Start Time"": ""2023-01-30 11:51:29.593497"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""such"": ""boy""}, ""Name"": ""choice"", ""Details"": ""Loss Mrs take should assume."", ""End Time"": ""2023-10-03 19:59:41.085994"", ""SQL Query"": ""SELECT * FROM what"", ""Start Time"": ""2023-06-13 21:25:03.313538"", ""Total Runtime"": ""0:00:00""}]"
213,"d767bcf7-f7b7-44cd-a06c-a64fd90fafcf","Maybe political although bag.","AWS Sagemaker","2023-01-29 23:32:27.284104","2023-05-10 11:37:36.803895","0:00:00","""Debate begin any agency.""","[{""Info"": {""rate"": ""class"", ""share"": ""forward"", ""thousand"": ""boy"", ""financial"": ""left""}, ""Name"": ""again"", ""Details"": ""Perhaps each little doctor knowledge customer."", ""End Time"": ""2023-12-04 00:32:47.772712"", ""SQL Query"": ""SELECT * FROM military"", ""Start Time"": ""2023-07-08 17:05:24.145071"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""win"": ""send"", ""good"": ""mother"", ""open"": ""professional"", ""year"": ""author"", ""total"": ""social""}, ""Name"": ""girl"", ""Details"": ""Possible put many mission more Congress."", ""End Time"": ""2023-04-12 20:47:15.996308"", ""SQL Query"": ""SELECT * FROM campaign"", ""Start Time"": ""2023-12-17 11:59:19.853861"", ""Total Runtime"": ""0:00:00""}]"
214,"c0d1af71-d7fc-4ab9-a2bd-c704f2f2fb6d","Wonder show with student country change left forget.","Other","2023-10-10 19:46:32.399476","2023-11-02 13:31:54.313008","0:00:00","""Store weight recent organization your cause their already.""","[{""Info"": {""where"": ""agent""}, ""Name"": ""they"", ""Details"": ""Mother science almost relationship yeah."", ""End Time"": ""2023-06-26 10:05:16.530648"", ""SQL Query"": ""SELECT * FROM fall"", ""Start Time"": ""2023-03-27 17:01:34.338073"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""on"": ""interview"", ""wind"": ""ten""}, ""Name"": ""determine"", ""Details"": ""Develop center important senior spring food."", ""End Time"": ""2023-06-25 08:53:21.912117"", ""SQL Query"": ""SELECT * FROM participant"", ""Start Time"": ""2023-11-11 11:51:42.685842"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""radio"": ""cold""}, ""Name"": ""matter"", ""Details"": ""Bag certainly itself share understand threat beyond."", ""End Time"": ""2023-04-13 10:49:18.144265"", ""SQL Query"": ""SELECT * FROM produce"", ""Start Time"": ""2023-02-05 20:22:17.174734"", ""Total Runtime"": ""0:00:00""}]"
215,"5f72820b-a124-4bca-a812-cd75592326e5","End cultural yes.","Glue","2023-03-19 21:03:29.067011","2023-08-22 20:47:31.074952","0:00:00","""Yet fall test enjoy although next.""","[{""Info"": {""this"": ""shake"", ""strong"": ""which"", ""evidence"": ""that""}, ""Name"": ""explain"", ""Details"": ""Eye watch measure sell."", ""End Time"": ""2023-01-20 09:55:05.882500"", ""SQL Query"": ""SELECT * FROM pass"", ""Start Time"": ""2023-10-24 04:06:40.531802"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""not"": ""source"", ""drug"": ""house"", ""stand"": ""hard"", ""their"": ""attention"", ""reason"": ""economic""}, ""Name"": ""front"", ""Details"": ""Church environment image treat."", ""End Time"": ""2023-04-14 13:33:33.004941"", ""SQL Query"": ""SELECT * FROM build"", ""Start Time"": ""2023-01-29 08:03:39.031618"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""per"": ""new"", ""run"": ""reason""}, ""Name"": ""hour"", ""Details"": ""Above political part nature care."", ""End Time"": ""2023-12-06 04:48:09.583748"", ""SQL Query"": ""SELECT * FROM key"", ""Start Time"": ""2023-09-21 10:06:47.625346"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""power"": ""include""}, ""Name"": ""focus"", ""Details"": ""Smile size serious edge experience why notice."", ""End Time"": ""2023-04-21 13:58:36.647859"", ""SQL Query"": ""SELECT * FROM research"", ""Start Time"": ""2023-02-15 05:53:03.731939"", ""Total Runtime"": ""0:00:00""}]"
223,"ba591655-bbc2-47a9-b167-a3dd2f0a8a36","Hour political we difference.","Other","2023-02-14 12:07:38.952470","2023-03-30 16:09:20.962503","0:00:00","""Structure account run to name.""","[{""Info"": {""image"": ""how"", ""remain"": ""nothing""}, ""Name"": ""fill"", ""Details"": ""Attorney glass then only."", ""End Time"": ""2023-01-31 20:06:13.893728"", ""SQL Query"": ""SELECT * FROM audience"", ""Start Time"": ""2023-07-13 00:07:56.507147"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""air"": ""commercial"", ""grow"": ""who"", ""smile"": ""summer"", ""return"": ""participant"", ""management"": ""guy""}, ""Name"": ""draw"", ""Details"": ""Sometimes effect identify book."", ""End Time"": ""2023-05-12 16:27:05.876008"", ""SQL Query"": ""SELECT * FROM option"", ""Start Time"": ""2023-06-27 11:13:27.431479"", ""Total Runtime"": ""0:00:00""}]"
217,"14f900db-cc05-461e-8563-90e6550a92f7","Trip according camera federal accept condition.","Other","2023-02-02 23:56:41.569548","2023-07-22 10:52:13.205250","0:00:00","""Space grow yourself third large where bill.""","[{""Info"": {""whatever"": ""person""}, ""Name"": ""way"", ""Details"": ""Statement myself boy measure."", ""End Time"": ""2023-10-24 08:47:00.293877"", ""SQL Query"": ""SELECT * FROM company"", ""Start Time"": ""2023-05-30 00:37:08.829276"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""both"": ""true"", ""less"": ""fill"", ""couple"": ""yourself"", ""doctor"": ""interest""}, ""Name"": ""next"", ""Details"": ""Inside season card bit price respond white."", ""End Time"": ""2023-01-17 23:03:07.251376"", ""SQL Query"": ""SELECT * FROM worry"", ""Start Time"": ""2023-01-16 17:59:04.386799"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""chance"": ""chair"", ""worker"": ""with""}, ""Name"": ""become"", ""Details"": ""Watch go interest may five state."", ""End Time"": ""2023-06-24 12:55:45.381742"", ""SQL Query"": ""SELECT * FROM any"", ""Start Time"": ""2023-08-10 16:41:32.189428"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""far"": ""federal"", ""have"": ""always"", ""would"": ""three"", ""student"": ""hot"", ""recognize"": ""book""}, ""Name"": ""task"", ""Details"": ""Everyone appear every instead."", ""End Time"": ""2023-04-23 00:25:26.900024"", ""SQL Query"": ""SELECT * FROM present"", ""Start Time"": ""2023-04-17 20:57:59.638214"", ""Total Runtime"": ""0:00:00""}]"
218,"959cfed0-adb8-48de-87da-b4790a3b837c","Board establish worker manager such huge.","Other","2023-09-21 14:53:44.922012","2023-03-31 14:28:48.090805","0:00:00","""Radio ahead our speech.""","[{""Info"": {""mouth"": ""join""}, ""Name"": ""prove"", ""Details"": ""Soon size hand represent after."", ""End Time"": ""2023-02-18 08:15:55.559273"", ""SQL Query"": ""SELECT * FROM everything"", ""Start Time"": ""2023-09-09 22:11:58.972129"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""song"": ""do"", ""measure"": ""gas""}, ""Name"": ""low"", ""Details"": ""Many manager likely risk identify."", ""End Time"": ""2023-06-21 04:34:26.241211"", ""SQL Query"": ""SELECT * FROM sometimes"", ""Start Time"": ""2023-04-27 07:22:07.342642"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""land"": ""way"", ""indeed"": ""all"", ""manager"": ""sit"", ""scientist"": ""even"", ""particularly"": ""fund""}, ""Name"": ""full"", ""Details"": ""Subject audience respond art have."", ""End Time"": ""2023-12-10 17:58:26.119609"", ""SQL Query"": ""SELECT * FROM international"", ""Start Time"": ""2023-09-19 18:42:42.195225"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""sit"": ""rock"", ""way"": ""event"", ""fight"": ""hair"", ""almost"": ""his"", ""purpose"": ""under""}, ""Name"": ""machine"", ""Details"": ""Consumer play available cover."", ""End Time"": ""2023-07-24 12:31:10.338120"", ""SQL Query"": ""SELECT * FROM should"", ""Start Time"": ""2023-03-20 19:11:36.743916"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""move"": ""sign""}, ""Name"": ""theory"", ""Details"": ""Everyone bad local military provide reflect nothing."", ""End Time"": ""2023-01-11 02:25:41.422248"", ""SQL Query"": ""SELECT * FROM per"", ""Start Time"": ""2023-03-29 08:48:56.615032"", ""Total Runtime"": ""0:00:00""}]"
219,"ed3e63c2-85a7-45b3-b7cb-622333acb60f","Country recent although structure see.","Glue","2023-11-27 17:04:35.643747","2023-01-13 05:07:03.043033","0:00:00","""Son wear heavy.""","[{""Info"": {""eat"": ""list"", ""method"": ""listen"", ""training"": ""doctor"", ""throughout"": ""respond""}, ""Name"": ""result"", ""Details"": ""Also common floor thing mind."", ""End Time"": ""2023-02-21 03:22:24.465242"", ""SQL Query"": ""SELECT * FROM east"", ""Start Time"": ""2023-07-16 07:14:18.116940"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""attention"": ""safe""}, ""Name"": ""word"", ""Details"": ""Member eight scientist there."", ""End Time"": ""2023-10-02 10:01:23.251876"", ""SQL Query"": ""SELECT * FROM contain"", ""Start Time"": ""2023-11-06 11:39:21.822571"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""budget"": ""out"", ""through"": ""better"", ""everything"": ""decide""}, ""Name"": ""sea"", ""Details"": ""Friend study not ever thank special treatment police."", ""End Time"": ""2023-03-22 09:04:21.011372"", ""SQL Query"": ""SELECT * FROM face"", ""Start Time"": ""2023-10-15 18:41:29.820306"", ""Total Runtime"": ""0:00:00""}]"
220,"a918a329-7e6e-45a8-ab7a-3985a822b8e3","Particular share yourself mission free early.","Other","2023-07-21 16:04:59.626115","2023-01-20 13:19:09.979665","0:00:00","""Tax unit office analysis.""","[{""Info"": {""role"": ""professional"", ""cover"": ""strategy"", ""reveal"": ""work""}, ""Name"": ""attack"", ""Details"": ""Floor research of."", ""End Time"": ""2023-08-27 08:15:54.040857"", ""SQL Query"": ""SELECT * FROM ready"", ""Start Time"": ""2023-06-16 06:31:59.027526"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""pass"": ""employee"", ""wear"": ""still"", ""when"": ""pretty"", ""employee"": ""different"", ""including"": ""too""}, ""Name"": ""Mr"", ""Details"": ""Election above market speech his news peace government."", ""End Time"": ""2023-10-10 08:41:15.333509"", ""SQL Query"": ""SELECT * FROM almost"", ""Start Time"": ""2023-12-14 04:11:18.362037"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""fund"": ""western"", ""military"": ""build""}, ""Name"": ""month"", ""Details"": ""Work film like."", ""End Time"": ""2023-01-16 15:03:27.845407"", ""SQL Query"": ""SELECT * FROM hot"", ""Start Time"": ""2023-09-22 05:27:19.566407"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""movement"": ""painting"", ""particular"": ""effort""}, ""Name"": ""court"", ""Details"": ""Tree let determine bag think tree and."", ""End Time"": ""2023-09-14 22:01:36.907510"", ""SQL Query"": ""SELECT * FROM parent"", ""Start Time"": ""2023-02-19 02:21:57.198471"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""cut"": ""politics"", ""from"": ""small"", ""enjoy"": ""test"", ""price"": ""because"", ""which"": ""hear""}, ""Name"": ""again"", ""Details"": ""Commercial happen red protect clear."", ""End Time"": ""2023-07-11 22:56:16.086046"", ""SQL Query"": ""SELECT * FROM risk"", ""Start Time"": ""2023-06-06 01:03:57.579072"", ""Total Runtime"": ""0:00:00""}]"
221,"302f8ad7-5127-430e-8b94-73c42582abbb","News return beat scientist foot father.","Glue","2023-12-09 03:43:22.492628","2023-08-31 00:50:01.571599","0:00:00","""Suggest become level deep.""","[{""Info"": {""big"": ""rich"", ""stand"": ""pass"", ""there"": ""area"", ""nature"": ""seven"", ""movement"": ""fast""}, ""Name"": ""minute"", ""Details"": ""Model stay turn."", ""End Time"": ""2023-09-01 01:10:32.882581"", ""SQL Query"": ""SELECT * FROM good"", ""Start Time"": ""2023-01-29 04:30:06.407414"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""safe"": ""sort"", ""allow"": ""food"", ""speak"": ""kitchen"", ""treatment"": ""life""}, ""Name"": ""name"", ""Details"": ""Idea entire action."", ""End Time"": ""2023-04-23 01:32:36.824413"", ""SQL Query"": ""SELECT * FROM cultural"", ""Start Time"": ""2023-08-05 09:39:13.460283"", ""Total Runtime"": ""0:00:00""}]"
222,"bf162c68-fbf5-41d2-81f2-0a6ea2152dc7","Beautiful believe reach hope attention.","Glue","2023-02-26 06:55:03.781595","2023-07-04 05:07:36.776585","0:00:00","""Represent administration always young.""","[{""Info"": {""hope"": ""quite"", ""size"": ""rule"", ""final"": ""suddenly""}, ""Name"": ""fall"", ""Details"": ""Expert painting score way but community accept."", ""End Time"": ""2023-03-23 14:19:34.976914"", ""SQL Query"": ""SELECT * FROM stock"", ""Start Time"": ""2023-08-28 19:52:52.909640"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""ahead"": ""where"", ""action"": ""heavy"", ""American"": ""system""}, ""Name"": ""reflect"", ""Details"": ""Price up hot paper."", ""End Time"": ""2023-10-18 07:39:56.507730"", ""SQL Query"": ""SELECT * FROM hair"", ""Start Time"": ""2023-03-02 20:12:38.018909"", ""Total Runtime"": ""0:00:00""}]"
224,"f3532fa2-193e-4a53-8dd4-08489e6f2700","Court firm magazine country imagine.","AWS Sagemaker","2023-12-04 19:46:12.426008","2023-01-14 06:47:33.306471","0:00:00","""Level issue allow need like.""","[{""Info"": {""sea"": ""protect"", ""west"": ""blue"", ""sport"": ""enough"", ""system"": ""reason""}, ""Name"": ""base"", ""Details"": ""Method treat eye far inside maintain."", ""End Time"": ""2023-10-27 11:42:59.087889"", ""SQL Query"": ""SELECT * FROM choose"", ""Start Time"": ""2023-08-28 22:56:09.016978"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""too"": ""which"", ""best"": ""feel"", ""structure"": ""current"", ""collection"": ""most"", ""individual"": ""just""}, ""Name"": ""phone"", ""Details"": ""Employee strategy both director culture way."", ""End Time"": ""2023-05-18 03:00:44.717354"", ""SQL Query"": ""SELECT * FROM special"", ""Start Time"": ""2023-11-19 01:26:08.554852"", ""Total Runtime"": ""0:00:00""}]"
225,"04556b10-120e-49b4-93ec-55d9c752a7a0","Really news focus lot best those else.","AWS Sagemaker","2023-10-18 19:25:05.725264","2023-03-26 23:46:00.066756","0:00:00","""Politics son plant political.""","[{""Info"": {""door"": ""speech"", ""nice"": ""economic"", ""rich"": ""onto"", ""option"": ""right""}, ""Name"": ""thank"", ""Details"": ""Rest possible cultural suffer live."", ""End Time"": ""2023-05-11 14:55:37.096284"", ""SQL Query"": ""SELECT * FROM song"", ""Start Time"": ""2023-01-20 09:09:33.082813"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""PM"": ""attack"", ""lawyer"": ""off""}, ""Name"": ""friend"", ""Details"": ""Instead sister paper property church."", ""End Time"": ""2023-12-24 19:14:11.465612"", ""SQL Query"": ""SELECT * FROM magazine"", ""Start Time"": ""2023-09-30 05:42:22.447343"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""do"": ""deal"", ""subject"": ""let""}, ""Name"": ""peace"", ""Details"": ""Clear attorney six rich production."", ""End Time"": ""2023-04-03 13:15:22.251925"", ""SQL Query"": ""SELECT * FROM son"", ""Start Time"": ""2023-04-13 16:20:42.366303"", ""Total Runtime"": ""0:00:00""}]"
226,"ea0e9048-b10f-4a01-aff4-5a88a7d61b58","Available type edge rate ball without.","Other","2023-10-15 15:22:13.176411","2023-04-28 15:39:35.254558","0:00:00","""Discussion watch their standard.""","[{""Info"": {""check"": ""teacher"", ""thank"": ""church"", ""animal"": ""lawyer"", ""increase"": ""face""}, ""Name"": ""only"", ""Details"": ""Set growth even president pick me community."", ""End Time"": ""2023-05-17 07:39:02.660347"", ""SQL Query"": ""SELECT * FROM short"", ""Start Time"": ""2023-03-26 11:51:23.983432"", ""Total Runtime"": ""0:00:00""}]"
227,"3ca8cd2e-f359-4587-9edc-c9a4b83f2c03","North carry special everyone treat home against.","Glue","2023-02-26 15:01:45.588292","2023-06-26 19:49:14.354171","0:00:00","""Those start senior new.""","[{""Info"": {""hour"": ""six"", ""make"": ""peace"", ""mother"": ""what"", ""behavior"": ""lawyer""}, ""Name"": ""mission"", ""Details"": ""Two always audience resource."", ""End Time"": ""2023-10-01 17:19:53.597292"", ""SQL Query"": ""SELECT * FROM treatment"", ""Start Time"": ""2023-02-24 09:50:13.568927"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""look"": ""stop"", ""sure"": ""growth"", ""sound"": ""resource"", ""relationship"": ""quite""}, ""Name"": ""several"", ""Details"": ""Myself her yet many."", ""End Time"": ""2023-02-14 16:19:15.769450"", ""SQL Query"": ""SELECT * FROM all"", ""Start Time"": ""2023-10-14 14:28:43.895173"", ""Total Runtime"": ""0:00:00""}]"
228,"4bbb0df8-196b-4b7f-9c72-6293a2e2fd03","Particularly other perform inside.","AWS Sagemaker","2023-07-08 10:29:21.513283","2023-11-26 20:39:58.992196","0:00:00","""His last close until respond.""","[{""Info"": {""much"": ""ten"", ""reduce"": ""herself""}, ""Name"": ""author"", ""Details"": ""Open exactly ten tend very."", ""End Time"": ""2023-07-24 02:38:35.281446"", ""SQL Query"": ""SELECT * FROM industry"", ""Start Time"": ""2023-07-16 01:39:22.621124"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""stay"": ""education"", ""police"": ""my"", ""meeting"": ""include"", ""through"": ""suffer""}, ""Name"": ""although"", ""Details"": ""Feeling leader avoid success safe particular."", ""End Time"": ""2023-04-15 23:47:08.227408"", ""SQL Query"": ""SELECT * FROM oil"", ""Start Time"": ""2023-06-20 01:06:30.370999"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""low"": ""now"", ""allow"": ""strong"", ""couple"": ""partner"", ""nearly"": ""PM""}, ""Name"": ""study"", ""Details"": ""Off remember answer send education statement research."", ""End Time"": ""2023-11-10 05:37:16.407260"", ""SQL Query"": ""SELECT * FROM identify"", ""Start Time"": ""2023-07-14 04:00:01.480576"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""as"": ""part"", ""again"": ""medical"", ""accept"": ""stuff"", ""before"": ""material"", ""camera"": ""if""}, ""Name"": ""draw"", ""Details"": ""Lead notice already with."", ""End Time"": ""2023-12-17 14:36:59.206625"", ""SQL Query"": ""SELECT * FROM top"", ""Start Time"": ""2023-08-21 20:28:54.201044"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""hair"": ""sense"", ""mouth"": ""visit"", ""woman"": ""interview"", ""affect"": ""far"", ""physical"": ""security""}, ""Name"": ""large"", ""Details"": ""Perhaps beautiful focus scientist."", ""End Time"": ""2023-06-14 15:35:40.644396"", ""SQL Query"": ""SELECT * FROM around"", ""Start Time"": ""2023-12-16 08:42:55.571397"", ""Total Runtime"": ""0:00:00""}]"
229,"a17ed08c-6cbb-4865-9c7e-689535ec129e","Seat sell chance.","Other","2023-07-01 20:23:42.180082","2023-10-02 01:03:53.905764","0:00:00","""Friend wind check prevent.""","[{""Info"": {""line"": ""every"", ""young"": ""wide"", ""appear"": ""billion"", ""necessary"": ""standard"", ""generation"": ""apply""}, ""Name"": ""image"", ""Details"": ""Attorney night market turn recent middle."", ""End Time"": ""2023-05-27 02:32:18.220565"", ""SQL Query"": ""SELECT * FROM better"", ""Start Time"": ""2023-12-12 06:57:56.044346"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""send"": ""religious"", ""break"": ""admit"", ""service"": ""performance"", ""industry"": ""article""}, ""Name"": ""reach"", ""Details"": ""Fact investment certain out assume control number."", ""End Time"": ""2023-07-05 05:18:37.310191"", ""SQL Query"": ""SELECT * FROM before"", ""Start Time"": ""2023-10-23 08:39:56.625332"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""drug"": ""official"", ""dream"": ""low"", ""decide"": ""thank"", ""quality"": ""history""}, ""Name"": ""event"", ""Details"": ""Various three explain go."", ""End Time"": ""2023-06-16 02:04:01.664167"", ""SQL Query"": ""SELECT * FROM fish"", ""Start Time"": ""2023-04-24 09:52:21.562636"", ""Total Runtime"": ""0:00:00""}, {""Info"": {""item"": ""build""}, ""Name"": ""find"", ""Details"": ""Write sister article sure film out system."", ""End Time"": ""2023-08-27 12:45:09.796743"", ""SQL Query"": ""SELECT * FROM indeed"", ""Start Time"": ""2023-04-15 09:06:14.791190"", ""Total Runtime"": ""0:00:00""}]"
